sentence,cluster,title,cluster_label
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,Ahmedabad Plane Crash Live Updates: Rescue Operations Continue In Air India Disaster | India Today,"https, whatsapp, channel, indiatoday, download"
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,Ahmedabad Plane Crash News LIVE | Air India Airplane Crash In Ahmedabad | Ahmedabad Airplane Crash,"https, whatsapp, channel, indiatoday, download"
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad | India Today,"https, whatsapp, channel, indiatoday, download"
You can also download our apps:,18,"Ahmedabad plane crash: Air India flight AI171 crashes, 242 on board","https, whatsapp, channel, indiatoday, download"
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,Ahmedabad Plane Crash News Live Updates: Air India CEO Campbell Wilson Briefing | Air India Crash,"https, whatsapp, channel, indiatoday, download"
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,"Miracle Survivor, Ramesh,  Found In Air India Plane Crash, Jumped From Seat 11A | Ahmedabad Crash","https, whatsapp, channel, indiatoday, download"
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,Ahmedabad Plane Crash LIVE: Aviation Expert Captain Steve Discusses Theories Behind Air India Crash,"https, whatsapp, channel, indiatoday, download"
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,"Air India Boeing 787-8 Dreamliner Crashes In Ahmedabad: Over 200 Dead, One Miracle Survivor Emerges","https, whatsapp, channel, indiatoday, download"
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,Aviation Ministry Press Briefing On  Ahmedabad Plane Crash  LIVE | Air India Plane Crash Updates,"https, whatsapp, channel, indiatoday, download"
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,"Ahmedabad Plane Crash: Air India Flight Crashes Near Ahmedabad Airport, 242 Passengers On Board","https, whatsapp, channel, indiatoday, download"
"? Oneindia App is now live | Click on the below link to download

https://play.google.com/store/apps/details?id=com.greynium.oneindia&hl=en_IN

Welcome to OneIndia.",18,Ahmedabad Plane Crash Shocking VIDEO: Moment Air India Flight With 242 People Crashes Near Ahmedabad,"https, whatsapp, channel, indiatoday, download"
"Youtube: https://www.youtube.com/channel/UCqTa3sNT6SfiQ2DQK_kuWlA

Like us on Facebook: https://www.facebook.com/oneindianews

Follow us on Instagram: https://www.instagram.com/oneindia_en/

We are there on Twitter: https://twitter.com/Oneindia",18,Ahmedabad Plane Crash Shocking VIDEO: Moment Air India Flight With 242 People Crashes Near Ahmedabad,"https, whatsapp, channel, indiatoday, download"
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,How Air India Flight Crashed Just After Take Off | Plane Crash | Ahmedabad | India Today,"https, whatsapp, channel, indiatoday, download"
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,"Ahmedabad Plane Crash Survivor News Live | Air India Confirms 241 Passengers Killed, Only 1 Survivor","https, whatsapp, channel, indiatoday, download"
"Follow the Hindustan Times Channel on WhatsApp for News Alerts, Top Stories and Editor picks.",18,Breaking | Air India Flight With 242 Passengers Crashes Minutes After Takeoff At Ahmedabad Airport,"https, whatsapp, channel, indiatoday, download"
"Join Us Today - https://www.bit.ly/3PQ4kSv

Subscribe to the Hindustan Times YT channel and press the bell icon to get notified when we go live.",18,Breaking | Air India Flight With 242 Passengers Crashes Minutes After Takeoff At Ahmedabad Airport,"https, whatsapp, channel, indiatoday, download"
"Whats APP Channel : https://whatsapp.com/channel/0029Va9lQhBGk1Fr2DHRUO1U
?",18,Air India Flight 171 Pilots Last Message??LIVE : Black BOx | Mayday Call | Ahmedabad Plane Crash |RTV,"https, whatsapp, channel, indiatoday, download"
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,Experts Discuss What May Have Caused The Crash Of Air India Plane In Ahmedabad Minutes After Takeoff,"https, whatsapp, channel, indiatoday, download"
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,"Air India Flight 171 Crashed, Leaving 241 Passengers And Crew Feared Dead | India Today News","https, whatsapp, channel, indiatoday, download"
"WhatsApp Channel: https://whatsapp.com/channel/0029Va2AnW3JENxxg7OuJv00

Download App: https://indiatoday.link/wHaj

Follow us: Official website: https://www.indiatoday.in/

Twitter:",18,How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad | India Today,"https, whatsapp, channel, indiatoday, download"
We're now on WhatsApp Channels!,18,'The door broke...': Lone survivor describes surviving Air India plane crash | Ahmedabad plane crash,"https, whatsapp, channel, indiatoday, download"
You can also download our apps:,18,Air India Flight crashes near Ahmedabad airport #ahmedabadplanecrash,"https, whatsapp, channel, indiatoday, download"
"Subscribe to our channel at https://goo.gl/JfY3NI
Check out our website: http://www.wionews.com
Join our WhatsApp Channel: https://bit.ly/455YOQ0
Connect with us on our social media handles:",17,Ahmedabad Plane Crash | Air India Flight With 242 Crashes Into Students' Hostel | WION,"https, com, channel, whatsapp, www"
"Facebook: https://www.facebook.com/WIONews
Twitter: https://twitter.com/WIONews
Instagram: https://www.instagram.com/wionews/
Follow us on Google News for the latest updates

Zee News:- https://bit.ly/2Ac5G60
Zee Business:- https://bit.ly/36vI2xa
DNA India:- https://bit.ly/2ZDuLRY
WION: https://bit.ly/3gnDb5J
Zee News Apps: https://bit.ly/ZeeNewsApps",17,Ahmedabad Plane Crash | Air India Flight With 242 Crashes Into Students' Hostel | WION,"https, com, channel, whatsapp, www"
"Facebook: https://www.facebook.com/ABCNews 
Instagram: https://www.instagram.com/abcnews 
TikTok: https://www.tiktok.com/@abcnews 
X: https://twitter.com/ABC  
Threads: https://www.threads.net/@abcnews",17,"British national survives Air India plane crash, condition unknown","https, com, channel, whatsapp, www"
"WhatsApp: https://whatsapp.com/channel/0029VajTNakKWEKkXoAPIR11
LinkedIn: https://www.linkedin.com/company/abcnews",17,"British national survives Air India plane crash, condition unknown","https, com, channel, whatsapp, www"
"About Channel: 

WION",17,Ahmedabad Plane Crash LIVE: Reason Behind Air India Plane Crash Revealed? | Gujarat Plane Crash LIVE,"https, com, channel, whatsapp, www"
"Subscribe to our channel at https://goo.gl/JfY3NI
Check out our website: http://www.wionews.com
Join our WhatsApp Channel: https://bit.ly/455YOQ0
Connect with us on our social media handles:",17,Ahmedabad Plane Crash LIVE: Reason Behind Air India Plane Crash Revealed? | Gujarat Plane Crash LIVE,"https, com, channel, whatsapp, www"
"Facebook: https://www.facebook.com/WIONews
Twitter: https://twitter.com/WIONews
Instagram: https://www.instagram.com/wionews/
Follow us on Google News for the latest updates

Zee News:- https://bit.ly/2Ac5G60
Zee Business:- https://bit.ly/36vI2xa
DNA India:- https://bit.ly/2ZDuLRY
WION: https://bit.ly/3gnDb5J
Zee News Apps: https://bit.ly/ZeeNewsApps",17,Ahmedabad Plane Crash LIVE: Reason Behind Air India Plane Crash Revealed? | Gujarat Plane Crash LIVE,"https, com, channel, whatsapp, www"
"Follow us at:
Website: https://www.businesstoday.in 
WhatsApp: whatsapp.com/channel/0029Va4Hd309hXFCqY62yD2I",17,Live: Air India Ahmedabad?London Flight Crashes Minutes After Takeoff,"https, com, channel, whatsapp, www"
"Facebook: https://www.facebook.com/BusinessToday
twitter:  https://twitter.com/business_today
Instagram: https://www.instagram.com/business_today/",17,Live: Air India Ahmedabad?London Flight Crashes Minutes After Takeoff,"https, com, channel, whatsapp, www"
"Download Our Android APP : https://play.google.com/store/apps/details?id=com.rtvnewsnetwork.rtv
?",17,Air India Flight 171 Pilots Last Message??LIVE : Black BOx | Mayday Call | Ahmedabad Plane Crash |RTV,"https, com, channel, whatsapp, www"
"Follow us: https://whatsapp.com/channel/0029Va6cbsSDuMRmPCIgXS2t

Subscribe to BS Hindi YouTube Channel: https://www.youtube.com/@bshindinews

Download the all-new Business Standard app: 
https://bit.ly/App-BS

Join us:
http://www.facebook.com/bsindia
http://twitter.com/bsindia
https://www.instagram.com/business.standard",17,'The door broke...': Lone survivor describes surviving Air India plane crash | Ahmedabad plane crash,"https, com, channel, whatsapp, www"
Visuals from the Meghani area where the plane crashed showed thick black smoke encompassing the air.,16,Ahmedabad Plane Crash Live Updates: Rescue Operations Continue In Air India Disaster | India Today,"smoke, crash, site, plane, black"
Thick black smoke is visible at the crash site.,16,Ahmedabad Plane Crash News LIVE | Air India Airplane Crash In Ahmedabad | Ahmedabad Airplane Crash,"smoke, crash, site, plane, black"
Smoke is visible as far as Vastrapur.,16,Ahmedabad Plane Crash: Air India Flight Carrying 133 Passengers Crashes Near Airport | News18,"smoke, crash, site, plane, black"
Smoke rises above Ahmedabad in first images from Air India plane crash.,16,Smoke rises above Ahmedabad in first images from Air India plane crash,"smoke, crash, site, plane, black"
"Thick black smoke is visible from the crash site, which is in the immediate vicinity of the airport premises.",16,"Ahmedabad Plane Crash: Air India Flight Crashes Near Ahmedabad Airport, 242 Passengers On Board","smoke, crash, site, plane, black"
Thick smoke spotted at the scene; no casualties confirmed so far.,16,Ahmedabad Plane Crash LIVE: Reason Behind Air India Plane Crash Revealed? | Gujarat Plane Crash LIVE,"smoke, crash, site, plane, black"
Thick black smoke billowed from the crash site as emergency services rushed to respond.,16,Ahmedabad Plane Crash Shocking VIDEO: Moment Air India Flight With 242 People Crashes Near Ahmedabad,"smoke, crash, site, plane, black"
"A disturbing video has also surfaced, capturing the horrifying moment the aircraft went down, followed by thick black smoke rising into the sky from the crash site.",16,Live: Air India Ahmedabad?London Flight Crashes Minutes After Takeoff,"smoke, crash, site, plane, black"
Visuals showed a thick plume of smoke emanating from the crash site.,16,Breaking | Air India Flight With 242 Passengers Crashes Minutes After Takeoff At Ahmedabad Airport,"smoke, crash, site, plane, black"
Heavy smoke is visible from Dharpur near the Meghaninagar area.,16,BREAKING LIVE: London-Bound Air India Flight Crashes Near Ahmedabad | London Gatwick Flight News,"smoke, crash, site, plane, black"
Visuals of the plane crash site shared on social media shows thick willow of smoke emanating from the area.,16,BREAKING LIVE: London-Bound Air India Flight Crashes Near Ahmedabad | London Gatwick Flight News,"smoke, crash, site, plane, black"
Photographs of the aftermath showed billowing smoke rising over the area and firefighters on charred streets.,16,Air India flight to London Gatwick crashes in Ahmedabad,"smoke, crash, site, plane, black"
"In another image, people were seen assessing the damage while part of the mangled plane could be seen sticking out of a building.",16,Air India flight to London Gatwick crashes in Ahmedabad,"smoke, crash, site, plane, black"
Heavy smoke is visible from Dharpur near the Meghaninagar area.,16,Ahmedabad Plane Crash LIVE | London-Bound Air India Flight Crashes Near Ahmedabad Airport | N18L,"smoke, crash, site, plane, black"
Visuals from the site show thick black smoke billowing from the wreckage.,16,Ahmedabad Plane Crash Kills Over 260 People: World Mourns Air India's Major Tragedy | WATCH,"smoke, crash, site, plane, black"
Footage shows buildings burning and debris scattered across the ground.,16,Footage shows aftermath at Air India flight 171 crash site,"smoke, crash, site, plane, black"
Videos showed smoke rising near the airport.,16,Moment When Air India Dreamliner Crashed | Ahmedabad plane crash | Exact Moment Plane Crashed,"smoke, crash, site, plane, black"
Heavy smoke is visible from Dharpur near the Meghaninagar area.,16,Ahmedabad Plane Crash LIVE Updates | Air India Flight Going To London Crashes | Plane Crash | N18L,"smoke, crash, site, plane, black"
"#AirIndiaFlight #AirIndiaAhmedabad #AhmedabadAirplaneCrash #AirIndiaCrashVideo #AirIndiaAhmedabadCrash #AirIndiaPlaneNews #AirIndiaFlightNewsToday


About NDTV (English news channel):

NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world.",15,"Ahmedabad Plane Crash | CCTV Video Shows Air India Flight Trying To Take Off, Crashing Into Building","news, india, ndtv, channel, channel ndtv"
"#AhmedabadPlaneCrash #PlaneCrash #AeroplaneCrash #PlaneCrashnews #PlaneCrashVideo #GujaratPlaneCrash #AeroplaneCrash 

About NDTV (English news channel):

NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world.",15,Ahmedabad Plane Crash | Video Shows Moment Air India Ahmedabad-London Plane Crashed After Take Off,"news, india, ndtv, channel, channel ndtv"
"#AirIndiaFlight #AirIndiaAhmedabad #AhmedabadAirplaneCrash #AirIndiaAhmedabadCrash #AirIndiaPlaneNews #AirIndiaFlightNewsToday 

About NDTV (English news channel):

NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world.",15,Air India Plane Crash: What Is A Black Box In An Aircraft?,"news, india, ndtv, channel, channel ndtv"
"#BJMedicalCollegeAhmedabad #BJMedicalCollege #AirIndiaFlight #AirIndiaAhmedabad #AhmedabadAirplaneCrash #AirIndiaAhmedabadCrash #AirIndiaPlaneNews #AirIndiaFlightNewsToday

About NDTV (English news channel):

NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world.",15,BJ Medical College Ahmedabad | Pics Show Air India Plane Crashed On Medical Students' Hostel,"news, india, ndtv, channel, channel ndtv"
"#AirIndiaFlight #AirIndiaAhmedabad #AhmedabadAirplaneCrash #AirIndiaAhmedabadCrash #AirIndiaPlaneNews #AirIndiaFlightNewsToday #AirIndiaCrash #Ahmedabad #London 

About NDTV (English news channel):

NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world.",15,"Ahmedabad Plane Crash News | Air India Flight With 242 Onboard Crashes In Ahmedabad, No Survivors","news, india, ndtv, channel, channel ndtv"
"#AirIndiaFlight #AirIndiaAhmedabad #AhmedabadAirplaneCrash #AirIndiaAhmedabadCrash #AirIndiaPlaneNews #AirIndiaFlightNewsToday

About NDTV (English news channel):

NDTV is India's Most-Trusted News Broadcaster with the latest updates in news, sports, entertainment and much more from within India and around the world.",15,Ahmedabad Plane Crash | Air India Cabin Crew's Grieving Family Speaks To NDTV,"news, india, ndtv, channel, channel ndtv"
Watch the video for full details.,14,Breaking | Air India Flight With 242 Passengers Crashes Minutes After Takeoff At Ahmedabad Airport,"real, details, animation, events, video"
Air India AI-171 Crash Explained | 3D Animation of Real Incident in Ahmedabad.,14,?? Air India AI-171 Crash Explained | 3D Animation of Real Incident in Ahmedabad,"real, details, animation, events, video"
"In this video, we present a realistic 3D animation of the actual incident, recreated based on news reports and eyewitness accounts.",14,?? Air India AI-171 Crash Explained | 3D Animation of Real Incident in Ahmedabad,"real, details, animation, events, video"
"Animation Style: 3D Hyper-Realistic  
??",14,?? Air India AI-171 Crash Explained | 3D Animation of Real Incident in Ahmedabad,"real, details, animation, events, video"
"Based on Real Events


??",14,?? Air India AI-171 Crash Explained | 3D Animation of Real Incident in Ahmedabad,"real, details, animation, events, video"
"Subscribe for more real incident recreations in cinematic animation style.

??",14,?? Air India AI-171 Crash Explained | 3D Animation of Real Incident in Ahmedabad,"real, details, animation, events, video"
This video is a fictional 3D animation created based on publicly available news reports of the Air India AI-171 crash.,14,?? Air India AI-171 Crash Explained | 3D Animation of Real Incident in Ahmedabad,"real, details, animation, events, video"
No real footage has been used.,14,?? Air India AI-171 Crash Explained | 3D Animation of Real Incident in Ahmedabad,"real, details, animation, events, video"
All visuals are AI-generated and do not depict real persons or events directly.,14,?? Air India AI-171 Crash Explained | 3D Animation of Real Incident in Ahmedabad,"real, details, animation, events, video"
See credits for details.,14,?? Air India AI-171 Crash Explained | 3D Animation of Real Incident in Ahmedabad,"real, details, animation, events, video"
Subscribe to Guardian News on YouTube ?,13,"At least one survivor from Air India plane crash, Ahmedabad police say","guardian, youtube, guardian youtube, youtube guardian, guardian news"
"The Guardian on YouTube: 
The Guardian ?",13,"At least one survivor from Air India plane crash, Ahmedabad police say","guardian, youtube, guardian youtube, youtube guardian, guardian news"
so you'll never miss a new video.,13,"Miracle Survivor, Ramesh,  Found In Air India Plane Crash, Jumped From Seat 11A | Ahmedabad Crash","guardian, youtube, guardian youtube, youtube guardian, guardian news"
Subscribe to Guardian News on YouTube ?,13,Smoke rises above Ahmedabad in first images from Air India plane crash,"guardian, youtube, guardian youtube, youtube guardian, guardian news"
"The Guardian on YouTube: 
The Guardian ?",13,Smoke rises above Ahmedabad in first images from Air India plane crash,"guardian, youtube, guardian youtube, youtube guardian, guardian news"
so you'll never miss a new video.,13,How Air India Flight Crashed Just After Take Off | Plane Crash | Ahmedabad | India Today,"guardian, youtube, guardian youtube, youtube guardian, guardian news"
Subscribe to Guardian News on YouTube ?,13,Air India flight to London Gatwick crashes in Ahmedabad,"guardian, youtube, guardian youtube, youtube guardian, guardian news"
"The Guardian on YouTube: 
The Guardian ?",13,CCTV footage shows moment Air India plane crashes in Ahmedabad,"guardian, youtube, guardian youtube, youtube guardian, guardian news"
Subscribe to Guardian News on YouTube ?,13,Footage shows aftermath at Air India flight 171 crash site,"guardian, youtube, guardian youtube, youtube guardian, guardian news"
"The Guardian on YouTube: 
The Guardian ?",13,Footage shows aftermath at Air India flight 171 crash site,"guardian, youtube, guardian youtube, youtube guardian, guardian news"
India Today TV is India's leading English News Channel.,12,Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean? | What Is A Black Box?,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,Ahmedabad Plane Crash: What Air India Pilot's Final Words Could Mean | India Today,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,Air India Salutes its Fallen Comrades | Ahmedabad Airplane Crash News | India Today,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,"Big Breakthrough in Ahmedabad Plane Crash Investigation, Black Box Of Air India 171 Plane Found","india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,"LIVE: Black Box Recovered, Air India Plane Crash Investigation Begins | Ahmedabad Plane Crash News","india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,Shocking Video: 2nd Video Of Ahmedabad Air India Flight Crash Seconds After Takeoff | India Today,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,Ahmedabad Plane Crash: Experts Decode Pilot's Last Words And Details Of Black Box | India Today,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,Lone survivor of Air India 171 Crash Recounts Miraculous Escape | Ahmedabad Plane Crash,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,Ahmedabad Plane Crash Live Updates: Rescue Operations Continue In Air India Disaster | India Today,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,Ahmedabad Plane Crash News LIVE | Air India Airplane Crash In Ahmedabad | Ahmedabad Airplane Crash,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad | India Today,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,Ahmedabad Plane Crash News Live Updates: Air India CEO Campbell Wilson Briefing | Air India Crash,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,"Miracle Survivor, Ramesh,  Found In Air India Plane Crash, Jumped From Seat 11A | Ahmedabad Crash","india, english, english news, india leading, india today"
"https://bbc.in/3whmDp3
-----------------------------------
This is the official BBC News India channel.",12,Doctor and family among Air India crash victims | BBC News India,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,Ahmedabad Plane Crash LIVE: Aviation Expert Captain Steve Discusses Theories Behind Air India Crash,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,"Air India Boeing 787-8 Dreamliner Crashes In Ahmedabad: Over 200 Dead, One Miracle Survivor Emerges","india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,Aviation Ministry Press Briefing On  Ahmedabad Plane Crash  LIVE | Air India Plane Crash Updates,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,"Ahmedabad Plane Crash: Air India Flight Crashes Near Ahmedabad Airport, 242 Passengers On Board","india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,How Air India Flight Crashed Just After Take Off | Plane Crash | Ahmedabad | India Today,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,"Ahmedabad Plane Crash Survivor News Live | Air India Confirms 241 Passengers Killed, Only 1 Survivor","india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,Experts Discuss What May Have Caused The Crash Of Air India Plane In Ahmedabad Minutes After Takeoff,"india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,"Air India Flight 171 Crashed, Leaving 241 Passengers And Crew Feared Dead | India Today News","india, english, english news, india leading, india today"
India Today TV is India's leading English News Channel.,12,How Were Pilot's Last Moments Before Air India AI 171 Crash | Ahmedabad | India Today,"india, english, english news, india leading, india today"
bbc; bbc news; news; world news; breaking news; us news; world; america; usa; usa news; india news.,11,Air India plane crash death toll rises to 270 | BBC News,"news, india, dna, com, dnaindia"
You can give your valuable feedback in the comments or email us on DNA@dnaindia.com.,11,Air India Plane Crash: Ahmedabad Civil Hospital Identified 47 Victims After DNA Testing,"news, india, dna, com, dnaindia"
"Welcome to the DNA India, your one-stop platform for all the fastest and most comprehensive English and Hindi news coverage and analysis.",11,Air India Plane Crash: Ahmedabad Civil Hospital Identified 47 Victims After DNA Testing,"news, india, dna, com, dnaindia"
"DNA India presents India news, International news, Entertainment news and gossip, Business and Technology news, Education news, Utility news and Viral news.",11,Air India Plane Crash: Ahmedabad Civil Hospital Identified 47 Victims After DNA Testing,"news, india, dna, com, dnaindia"
"- Subscribe Channel: https://bit.ly/43vtFGh 
- To watch more such videos, click:  https://www.dnaindia.com/videos
- Follow Us on Google News: http://bit.ly/Dnaindia 
- Follow Us on Facebook: https://www.facebook.com/dnaindia/ 
- Follow Us on Twitter: https://twitter.com/dna 
- Website: https://www.dnaindia.com/
- Instagram: https://www.instagram.com/dna_india/",11,Air India Plane Crash: Ahmedabad Civil Hospital Identified 47 Victims After DNA Testing,"news, india, dna, com, dnaindia"
india today; india today news; india today live; indian news live; india news live; english news; english news live; world news; top news.,11,Ahmedabad Plane Crash Live Updates: Rescue Operations Continue In Air India Disaster | India Today,"news, india, dna, com, dnaindia"
You can give your valuable feedback in the comments or email us on DNA@dnaindia.com.,11,Air India Plane Crash: Teen Who Recorded Viral Air India Crash Video ?Very Scared? | Ahmedabad Plane,"news, india, dna, com, dnaindia"
"Welcome to the DNA India, your one-stop platform for all the fastest and most comprehensive English and Hindi news coverage and analysis.",11,Air India Plane Crash: Teen Who Recorded Viral Air India Crash Video ?Very Scared? | Ahmedabad Plane,"news, india, dna, com, dnaindia"
"DNA India presents India news, International news, Entertainment news and gossip, Business and Technology news, Education news, Utility news and Viral news.",11,Air India Plane Crash: Teen Who Recorded Viral Air India Crash Video ?Very Scared? | Ahmedabad Plane,"news, india, dna, com, dnaindia"
"- Subscribe Channel: https://bit.ly/43vtFGh 
- To watch more such videos, click:  https://www.dnaindia.com/videos
- Follow Us on Google News: http://bit.ly/Dnaindia 
- Follow Us on Facebook: https://www.facebook.com/dnaindia/ 
- Follow Us on Twitter: https://twitter.com/dna 
- Website: https://www.dnaindia.com/
- Instagram: https://www.instagram.com/dna_india/",11,Air India Plane Crash: Teen Who Recorded Viral Air India Crash Video ?Very Scared? | Ahmedabad Plane,"news, india, dna, com, dnaindia"
hindustan times; ht media; ht news; hindustan; english news; news; latest news; ht; world news; today news.,11,Breaking | Air India Flight With 242 Passengers Crashes Minutes After Takeoff At Ahmedabad Airport,"news, india, dna, com, dnaindia"
Emergency services are en route to the location.,10,Ahmedabad Plane Crash News LIVE | Air India Airplane Crash In Ahmedabad | Ahmedabad Airplane Crash,"emergency, rushed, rushed spot, spot, brigade"
The fire brigade has been rushed to the spot.,10,Ahmedabad Plane Crash: Air India Flight Carrying 133 Passengers Crashes Near Airport | News18,"emergency, rushed, rushed spot, spot, brigade"
Emergency teams rushed to the scene as details unfold.,10,The Moment an Air India Flight Crashed Near Ahmedabad Airport,"emergency, rushed, rushed spot, spot, brigade"
"Emergency services, including seven fire engines, have been rushed to the spot.",10,"Ahmedabad Plane Crash: Air India Flight Crashes Near Ahmedabad Airport, 242 Passengers On Board","emergency, rushed, rushed spot, spot, brigade"
"The fire brigade has rushed to the spot, and emergency response teams are being mobilised.",10,BREAKING LIVE: London-Bound Air India Flight Crashes Near Ahmedabad | London Gatwick Flight News,"emergency, rushed, rushed spot, spot, brigade"
"The fire brigade has rushed to the spot, and emergency response teams are being mobilised.",10,Ahmedabad Plane Crash LIVE | London-Bound Air India Flight Crashes Near Ahmedabad Airport | N18L,"emergency, rushed, rushed spot, spot, brigade"
Firefighters were dispatched to the scene to extinguish the flames.,10,Air India Flight crashes near Ahmedabad airport #ahmedabadplanecrash,"emergency, rushed, rushed spot, spot, brigade"
"The fire brigade has rushed to the spot, and emergency response teams are being mobilised.",10,Ahmedabad Plane Crash LIVE Updates | Air India Flight Going To London Crashes | Plane Crash | N18L,"emergency, rushed, rushed spot, spot, brigade"
"https://bit.ly/3sOLT5K
R.Uninterrupted ?",9,Ahmedabad Plane Crash: 2nd Black Box Recovered Of Air India Flight AI 171 From Crash Site,"guardian, https, bit, bit ly, https bit"
Contribute to The Guardian today ?,9,"At least one survivor from Air India plane crash, Ahmedabad police say","guardian, https, bit, bit ly, https bit"
"https://bit.ly/3uhA7zg

Sign up to the Guardian's free new daily newsletter, First Edition ? http://theguardian.com/first-edition

Website ? https://www.theguardian.com",9,"At least one survivor from Air India plane crash, Ahmedabad police say","guardian, https, bit, bit ly, https bit"
"https://bit.ly/guardiannewssubs
Guardian Australia ?",9,"At least one survivor from Air India plane crash, Ahmedabad police say","guardian, https, bit, bit ly, https bit"
"https://bit.ly/guardianaussubs
Guardian Football ?",9,"At least one survivor from Air India plane crash, Ahmedabad police say","guardian, https, bit, bit ly, https bit"
"https://bit.ly/gdnfootballsubs
Guardian Sport ?",9,"At least one survivor from Air India plane crash, Ahmedabad police say","guardian, https, bit, bit ly, https bit"
"https://bit.ly/ItsComplicatedSubs
Guardian Live ?",9,"At least one survivor from Air India plane crash, Ahmedabad police say","guardian, https, bit, bit ly, https bit"
Contribute to The Guardian today ?,9,Smoke rises above Ahmedabad in first images from Air India plane crash,"guardian, https, bit, bit ly, https bit"
